[round 1] purged 241 punts
[20:11:37] fleet start: 366 jobs, concurrency 8
[22:10:23] arbitrate-circleci: OK in 45s (109934 tok, $0.113) [done 11, failed 0]
[22:10:33] arbitrate-etherscan: OK in 40s (68107 tok, $0.099) [done 12, failed 0]
[22:10:41] arbitrate-greynoise: OK in 40s (147212 tok, $0.108) [done 13, failed 0]
[22:10:46] arbitrate-ensembl: OK in 62s (146883 tok, $0.175) [done 14, failed 0]
[22:10:50] arbitrate-grafana-cloud: OK in 50s (115739 tok, $0.112) [done 15, failed 0]
[22:10:55] arbitrate-launchdarkly: OK in 23s (70960 tok, $0.056) [done 16, failed 0]
[22:11:00] arbitrate-hex-pm: OK in 37s (163685 tok, $0.299) [done 17, failed 0]
[22:11:09] arbitrate-mastodon: OK in 23s (63728 tok, $0.040) [done 18, failed 0]
[22:11:19] arbitrate-locationiq: OK in 38s (223392 tok, $0.171) [done 19, failed 0]
[22:11:19] arbitrate-event-registry: OK in 86s (468602 tok, $0.382) [done 20, failed 0]
[22:11:24] arbitrate-graphhopper: OK in 84s (467792 tok, $0.273) [done 21, failed 0]
[22:11:33] arbitrate-openaq: OK in 25s (64830 tok, $0.089) [done 22, failed 0]
[22:11:42] arbitrate-nyc-open-data: OK in 47s (105903 tok, $0.095) [done 23, failed 0]
[22:11:50] arbitrate-openalex: OK in 50s (163809 tok, $0.114) [done 24, failed 0]
[22:12:00] arbitrate-nansen: OK in 70s (224296 tok, $0.201) [done 25, failed 0]
[22:12:01] arbitrate-polygon-io: OK in 27s (108939 tok, $0.132) [done 26, failed 0]
[22:12:09] arbitrate-openuv: OK in 49s (135889 tok, $0.130) [done 27, failed 0]
[22:12:15] arbitrate-perspective-api: OK in 51s (106839 tok, $0.132) [done 28, failed 0]
[22:12:19] arbitrate-scrapingbee: OK in 30s (143396 tok, $0.116) [done 29, failed 0]
[22:12:36] arbitrate-razorpay: OK in 54s (110883 tok, $0.135) [done 30, failed 0]
[22:12:36] arbitrate-here: OK in 150s (703304 tok, $0.406) [done 31, failed 0]
[22:12:59] arbitrate-pagerduty: OK in 100s (438016 tok, $0.369) [done 32, failed 0]
[22:13:09] arbitrate-sonarcloud: OK in 61s (148074 tok, $0.112) [done 33, failed 0]
[22:13:13] arbitrate-shopify: OK in 73s (113740 tok, $0.207) [done 34, failed 0]
[22:13:13] arbitrate-themealdb: OK in 54s (101060 tok, $0.061) [done 35, failed 0]
[22:13:13] arbitrate-tradier: OK in 38s (109209 tok, $0.098) [done 36, failed 0]
[22:13:47] arbitrate-stytch: OK in 91s (111550 tok, $0.105) [done 37, failed 0]
[22:13:48] arbitrate-twilio: OK in 49s (104503 tok, $0.082) [done 38, failed 0]
[22:13:49] arbitrate-trackingmore: OK in 73s (198263 tok, $0.153) [done 39, failed 0]
[22:14:05] arbitrate-shodan: OK in 125s (291529 tok, $0.244) [done 40, failed 0]
[22:14:23] arbitrate-xai: OK in 69s (103861 tok, $0.066) [done 41, failed 0]
[22:14:25] arbitrate-workos: OK in 71s (66385 tok, $0.078) [done 42, failed 0]
[22:14:49] arbitrate-what3words: OK in 96s (124887 tok, $0.129) [done 43, failed 0]
[22:15:04] arbitrate-virustotal: OK in 114s (246232 tok, $0.207) [done 44, failed 0]
[22:15:22] arbitrate-zenrows: OK in 95s (341930 tok, $0.243) [done 45, failed 0]
[22:15:22] fleet done: ok=45 failed=0 skipped=321 tokens=7726964 cost=$6.65
[round 9] purged 37 punts
[22:15:22] fleet start: 366 jobs, concurrency 8
[22:16:07] arbitrate-bls: OK in 45s (69602 tok, $0.052) [done 1, failed 0]
[22:16:16] arbitrate-anilist: OK in 54s (143977 tok, $0.088) [done 2, failed 0]
[22:16:16] arbitrate-circleci: OK in 54s (112477 tok, $0.166) [done 3, failed 0]
[22:16:32] arbitrate-blockchair: OK in 70s (159318 tok, $0.144) [done 4, failed 0]
[22:16:32] arbitrate-alchemy: OK in 70s (154020 tok, $0.118) [done 5, failed 0]
[22:16:32] arbitrate-amtrak-statusmaps: OK in 70s (109496 tok, $0.101) [done 6, failed 0]
[22:16:32] arbitrate-etherscan: OK in 25s (67172 tok, $0.044) [done 7, failed 0]
[22:16:32] arbitrate-anthropic: OK in 70s (166741 tok, $0.160) [done 8, failed 0]
[22:16:51] arbitrate-bigcommerce: OK in 89s (183856 tok, $0.163) [done 9, failed 0]
[22:17:41] arbitrate-launchdarkly: OK in 69s (69904 tok, $0.054) [done 10, failed 0]
[22:17:43] arbitrate-mastodon: OK in 52s (94732 tok, $0.050) [done 11, failed 0]
[22:17:48] arbitrate-grafana-cloud: OK in 92s (114940 tok, $0.105) [done 12, failed 0]
[22:17:57] arbitrate-hex-pm: OK in 85s (157794 tok, $0.137) [done 13, failed 0]
[22:17:57] arbitrate-locationiq: OK in 85s (174374 tok, $0.183) [done 14, failed 0]
[22:18:21] arbitrate-openaq: OK in 24s (63165 tok, $0.034) [done 15, failed 0]
[22:18:31] arbitrate-nansen: OK in 50s (159798 tok, $0.146) [done 16, failed 0]
[22:18:47] arbitrate-openalex: OK in 59s (114961 tok, $0.085) [done 17, failed 0]
[22:19:04] arbitrate-nyc-open-data: OK in 81s (294926 tok, $0.211) [done 18, failed 0]
[22:19:08] arbitrate-event-registry: OK in 172s (562807 tok, $0.359) [done 19, failed 0]
[22:19:15] arbitrate-openuv: OK in 78s (380271 tok, $0.348) [done 20, failed 0]
[22:19:28] arbitrate-polygon-io: OK in 41s (107249 tok, $0.083) [done 21, failed 0]
[22:19:28] arbitrate-perspective-api: OK in 57s (110282 tok, $0.085) [done 22, failed 0]
[22:19:34] arbitrate-here: OK in 182s (893506 tok, $0.461) [done 23, failed 0]
[22:19:48] arbitrate-razorpay: OK in 43s (108386 tok, $0.092) [done 24, failed 0]
[22:20:02] arbitrate-scrapingbee: OK in 54s (138445 tok, $0.147) [done 25, failed 0]
[22:20:10] arbitrate-graphhopper: OK in 218s (834294 tok, $0.442) [done 26, failed 0]
[22:20:25] arbitrate-shopify: OK in 70s (177696 tok, $0.180) [done 27, failed 0]
[22:20:28] arbitrate-tradier: OK in 41s (106043 tok, $0.081) [done 28, failed 0]
[22:20:41] arbitrate-twilio: OK in 39s (107443 tok, $0.083) [done 29, failed 0]
[22:20:41] arbitrate-themealdb: OK in 73s (100301 tok, $0.062) [done 30, failed 0]
[22:20:50] arbitrate-stytch: OK in 82s (109823 tok, $0.110) [done 31, failed 0]
[22:21:13] arbitrate-workos: OK in 45s (61638 tok, $0.032) [done 32, failed 0]
[22:21:18] arbitrate-xai: OK in 37s (105675 tok, $0.068) [done 33, failed 0]
[22:21:25] arbitrate-trackingmore: OK in 111s (313204 tok, $0.247) [done 34, failed 0]
[22:21:25] arbitrate-virustotal: OK in 75s (260860 tok, $0.192) [done 35, failed 0]
[22:21:39] arbitrate-what3words: OK in 74s (129543 tok, $0.132) [done 36, failed 0]
[22:21:50] arbitrate-pagerduty: OK in 208s (614034 tok, $0.359) [done 37, failed 0]
[22:21:50] fleet done: ok=37 failed=0 skipped=329 tokens=7632753 cost=$5.61
[round 10] purged 32 punts
[22:21:50] fleet start: 366 jobs, concurrency 8
[22:22:34] arbitrate-circleci: OK in 44s (63900 tok, $0.041) [done 1, failed 0]
[22:22:38] arbitrate-bls: OK in 49s (70969 tok, $0.096) [done 2, failed 0]
[22:22:38] arbitrate-etherscan: OK in 49s (67117 tok, $0.056) [done 3, failed 0]
[22:22:49] arbitrate-anilist: OK in 59s (103910 tok, $0.074) [done 4, failed 0]
[22:22:52] arbitrate-anthropic: OK in 63s (159636 tok, $0.215) [done 5, failed 0]
[22:22:52] arbitrate-bigcommerce: OK in 63s (125870 tok, $0.132) [done 6, failed 0]
[22:22:55] arbitrate-alchemy: OK in 65s (114545 tok, $0.149) [done 7, failed 0]
[22:23:01] arbitrate-amtrak-statusmaps: OK in 71s (145946 tok, $0.105) [done 8, failed 0]
[22:23:19] arbitrate-grafana-cloud: OK in 41s (162591 tok, $0.153) [done 9, failed 0]
[22:23:24] arbitrate-mastodon: OK in 29s (64647 tok, $0.083) [done 10, failed 0]
[22:23:37] arbitrate-hex-pm: OK in 48s (160439 tok, $0.134) [done 11, failed 0]
[22:23:37] arbitrate-launchdarkly: OK in 45s (119053 tok, $0.119) [done 12, failed 0]
[22:23:44] arbitrate-locationiq: OK in 52s (221919 tok, $0.157) [done 13, failed 0]
[22:23:56] arbitrate-openaq: OK in 32s (67263 tok, $0.048) [done 14, failed 0]
[22:23:59] arbitrate-nyc-open-data: OK in 40s (108237 tok, $0.101) [done 15, failed 0]
[22:24:09] arbitrate-nansen: OK in 69s (166268 tok, $0.155) [done 16, failed 0]
[22:24:23] arbitrate-graphhopper: OK in 104s (659383 tok, $0.318) [done 17, failed 0]
[22:24:51] arbitrate-polygon-io: OK in 55s (101442 tok, $0.070) [done 18, failed 0]
[22:25:00] arbitrate-event-registry: OK in 146s (683547 tok, $0.511) [done 19, failed 0]
[22:25:02] arbitrate-openuv: OK in 85s (132387 tok, $0.111) [done 20, failed 0]
[22:25:18] arbitrate-themealdb: OK in 56s (112104 tok, $0.085) [done 21, failed 0]
[22:25:22] arbitrate-shopify: OK in 72s (168358 tok, $0.156) [done 22, failed 0]
[22:25:22] arbitrate-perspective-api: OK in 98s (146314 tok, $0.132) [done 23, failed 0]
[22:25:38] arbitrate-twilio: OK in 36s (108788 tok, $0.087) [done 24, failed 0]
[22:25:38] arbitrate-tradier: OK in 38s (66393 tok, $0.047) [done 25, failed 0]
[22:25:38] arbitrate-razorpay: OK in 98s (111589 tok, $0.104) [done 26, failed 0]
[22:25:54] arbitrate-xai: OK in 16s (29931 tok, $0.011) [done 27, failed 0]
[22:26:01] arbitrate-trackingmore: OK in 70s (262508 tok, $0.189) [done 28, failed 0]
[22:26:04] arbitrate-workos: OK in 43s (64064 tok, $0.073) [done 29, failed 0]
[22:26:17] arbitrate-virustotal: OK in 59s (181440 tok, $0.130) [done 30, failed 0]
[22:26:26] arbitrate-pagerduty: OK in 169s (551582 tok, $0.326) [done 31, failed 0]
[22:26:28] arbitrate-what3words: OK in 66s (118026 tok, $0.113) [done 32, failed 0]
[22:26:28] fleet done: ok=32 failed=0 skipped=334 tokens=5420166 cost=$4.28
max rounds reached
