[chain] research fleet done
[chain] machine checks (all research entries, fresh liveness sweep)
856 checked, 196 flagged -> data/rework-queue.txt
[chain] generating verify jobs (round-1 outputs exist, runner skips them)
wrote 1698 verifier jobs to /Users/memfactor/Desktop/misc_repos/grokproj/pipeline/jobs-verify.jsonl
[18:57:23] fleet start: 1698 jobs, concurrency 8
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:26:24] verify-solcast-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:26:24] verify-smartthings-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:26:34] verify-smartthings-b: FAILED after 3 attempts
[22:26:41] verify-sparkpost-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:26:41] verify-soilgrids-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:26:41] verify-spamhaus-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:26:41] verify-solcast-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 403 Forbidden): personal-team-blocked:spending-limit: You have run out of credits or need a Grok subscription. Add credits at https://grok.com/
[22:26:41] verify-solcast-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:26:41] verify-spamhaus-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:26:41] verify-sparkpost-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:26:41] verify-soilgrids-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:26:51] verify-soilgrids-a: FAILED after 3 attempts
[22:26:51] verify-solcast-a: FAILED after 3 attempts
[22:26:51] verify-soilgrids-b: FAILED after 3 attempts
[22:26:57] verify-speechmatics-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:26:57] verify-sparkpost-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:26:57] verify-solcast-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:26:57] verify-spamhaus-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:26:57] verify-speechmatics-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:26:57] verify-spamhaus-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:26:57] verify-sparkpost-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:26:57] verify-state-dept-advisories-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:27:07] verify-sparkpost-a: FAILED after 3 attempts
[22:27:07] verify-solcast-b: FAILED after 3 attempts
[22:27:07] verify-spamhaus-b: FAILED after 3 attempts
[22:27:07] verify-spamhaus-a: FAILED after 3 attempts
[22:27:14] verify-speechmatics-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:27:14] verify-state-dept-advisories-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:27:14] verify-steamgriddb-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 403 Forbidden): personal-team-blocked:spending-limit: You have run out of credits or need a Grok subscription. Add credits at https://grok.com/
[22:27:14] verify-speechmatics-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:27:14] verify-steamgriddb-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:27:14] verify-steamspy-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:27:14] verify-sparkpost-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:27:14] verify-state-dept-advisories-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:27:24] verify-sparkpost-b: FAILED after 3 attempts
[22:27:31] verify-steamspy-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:27:31] verify-steamgriddb-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:27:31] verify-speechmatics-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 403 Forbidden): personal-team-blocked:spending-limit: You have run out of credits or need a Grok subscription. Add credits at https://grok.com/
[22:27:31] verify-state-dept-advisories-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:27:31] verify-speechmatics-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:27:31] verify-state-dept-advisories-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:27:31] verify-steamspy-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:27:31] verify-steamgriddb-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:27:41] verify-speechmatics-a: FAILED after 3 attempts
[22:27:41] verify-state-dept-advisories-a: FAILED after 3 attempts
[22:27:41] verify-speechmatics-b: FAILED after 3 attempts
[22:27:47] verify-steamgriddb-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:27:47] verify-steamspy-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:27:47] verify-steamspy-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:27:47] verify-stockdata-org-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 403 Forbidden): personal-team-blocked:spending-limit: You have run out of credits or need a Grok subscription. Add credits at https://grok.com/
[22:27:47] verify-stock-news-api-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:27:47] verify-stock-news-api-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:27:47] verify-steamgriddb-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:27:47] verify-state-dept-advisories-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:27:57] verify-steamgriddb-b: FAILED after 3 attempts
[22:27:57] verify-steamspy-a: FAILED after 3 attempts
[22:27:57] verify-steamgriddb-a: FAILED after 3 attempts
[22:27:57] verify-state-dept-advisories-b: FAILED after 3 attempts
[22:28:04] verify-sumsub-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:04] verify-stockdata-org-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:04] verify-stockdata-org-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:04] verify-steamspy-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:04] verify-stock-news-api-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:04] verify-sumsub-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:04] verify-stock-news-api-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:04] verify-supabase-auth-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 403 Forbidden): personal-team-blocked:spending-limit: You have run out of credits or need a Grok subscription. Add credits at https://grok.com/
[22:28:14] verify-steamspy-b: FAILED after 3 attempts
[22:28:20] verify-sumsub-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:20] verify-stockdata-org-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:20] verify-stockdata-org-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:20] verify-stock-news-api-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:20] verify-supabase-auth-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:20] verify-supabase-auth-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:21] verify-sumsub-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 403 Forbidden): personal-team-blocked:spending-limit: You have run out of credits or need a Grok subscription. Add credits at https://grok.com/
[22:28:21] verify-stock-news-api-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:30] verify-stock-news-api-a: FAILED after 3 attempts
[22:28:30] verify-stockdata-org-a: FAILED after 3 attempts
[22:28:31] verify-stock-news-api-b: FAILED after 3 attempts
[22:28:37] verify-sumsub-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:37] verify-stockdata-org-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:37] verify-tatoeba-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:37] verify-tatoeba-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:37] verify-sumsub-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 403 Forbidden): personal-team-blocked:spending-limit: You have run out of credits or need a Grok subscription. Add credits at https://grok.com/
[22:28:37] verify-supabase-auth-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:37] verify-supabase-auth-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:37] verify-tcgplayer-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:47] verify-sumsub-a: FAILED after 3 attempts
[22:28:47] verify-stockdata-org-b: FAILED after 3 attempts
[22:28:47] verify-sumsub-b: FAILED after 3 attempts
[22:28:47] verify-supabase-auth-a: FAILED after 3 attempts
[22:28:54] verify-tcgplayer-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:54] verify-tenderly-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 403 Forbidden): personal-team-blocked:spending-limit: You have run out of credits or need a Grok subscription. Add credits at https://grok.com/
[22:28:54] verify-tcgplayer-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:54] verify-tatoeba-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:54] verify-supabase-auth-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:54] verify-the-muse-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:54] verify-tenderly-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:28:54] verify-tatoeba-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:29:04] verify-supabase-auth-b: FAILED after 3 attempts
[22:29:10] verify-tenderly-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:29:10] verify-tcgplayer-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:29:10] verify-tcgplayer-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:29:10] verify-tatoeba-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:29:10] verify-tatoeba-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:29:10] verify-the-muse-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:29:10] verify-tenderly-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:29:10] verify-the-muse-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:29:20] verify-tcgplayer-a: FAILED after 3 attempts
[22:29:20] verify-tatoeba-a: FAILED after 3 attempts
[22:29:20] verify-tatoeba-b: FAILED after 3 attempts
[22:29:27] verify-tcgplayer-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:29:27] verify-tenderly-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:29:27] verify-tenderly-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:29:27] verify-the-things-network-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:29:27] verify-the-muse-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 403 Forbidden): personal-team-blocked:spending-limit: You have run out of credits or need a Grok subscription. Add credits at https://grok.com/
[22:29:27] verify-thetvdb-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:29:27] verify-the-muse-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:29:27] verify-the-things-network-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:29:37] verify-tcgplayer-b: FAILED after 3 attempts
[22:29:37] verify-tenderly-a: FAILED after 3 attempts
[22:29:37] verify-tenderly-b: FAILED after 3 attempts
[22:29:37] verify-the-muse-a: FAILED after 3 attempts
[22:29:43] verify-thingsboard-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:29:43] verify-thetvdb-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:29:44] verify-thetvdb-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:29:44] verify-the-things-network-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:29:44] verify-thingsboard-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:29:44] verify-the-muse-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:29:44] verify-threatfox-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:29:44] verify-the-things-network-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:29:54] verify-the-muse-b: FAILED after 3 attempts
[22:30:00] verify-thingsboard-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:30:00] verify-thetvdb-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:30:00] verify-threatfox-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:30:00] verify-thingsboard-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:30:00] verify-threatfox-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:30:00] verify-the-things-network-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:30:00] verify-thetvdb-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:30:00] verify-the-things-network-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:30:10] verify-the-things-network-b: FAILED after 3 attempts
[22:30:10] verify-thetvdb-a: FAILED after 3 attempts
[22:30:10] verify-the-things-network-a: FAILED after 3 attempts
[22:30:17] verify-thingsboard-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:30:17] verify-threatfox-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:30:17] verify-threatfox-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:30:17] verify-thetvdb-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:30:17] verify-thunderforest-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:30:17] verify-thingsboard-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:30:17] verify-thunderforest-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:30:17] verify-tibber-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[22:30:27] verify-thingsboard-a: FAILED after 3 attempts
[22:30:27] verify-threatfox-a: FAILED after 3 attempts
[22:30:27] verify-thetvdb-b: FAILED after 3 attempts
[22:30:27] verify-thingsboard-b: FAILED after 3 attempts
